group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
comparison,Mimblewimble Verification,8192,,,90919625.0,ns,1115
comparison,Mimblewimble Verification,8192,,,181272959.0,ns,2230
comparison,Mimblewimble Verification,8192,,,272175416.0,ns,3345
comparison,Mimblewimble Verification,8192,,,364824500.0,ns,4460
comparison,Mimblewimble Verification,8192,,,454299625.0,ns,5575
comparison,Mimblewimble Verification,8192,,,543322375.0,ns,6690
comparison,Mimblewimble Verification,8192,,,635126041.0,ns,7805
comparison,Mimblewimble Verification,8192,,,726306750.0,ns,8920
comparison,Mimblewimble Verification,8192,,,817243500.0,ns,10035
comparison,Mimblewimble Verification,8192,,,908551500.0,ns,11150
