group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
comparison,NetNotes Generation,8192,,,803794125.0,ns,2
comparison,NetNotes Generation,8192,,,836972459.0,ns,2
comparison,NetNotes Generation,8192,,,729792875.0,ns,2
comparison,NetNotes Generation,8192,,,784572375.0,ns,2
comparison,NetNotes Generation,8192,,,769336875.0,ns,2
comparison,NetNotes Generation,8192,,,748187167.0,ns,2
comparison,NetNotes Generation,8192,,,908658458.0,ns,2
comparison,NetNotes Generation,8192,,,879728375.0,ns,2
comparison,NetNotes Generation,8192,,,756190833.0,ns,2
comparison,NetNotes Generation,8192,,,1318406708.0,ns,2
