group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
comparison,Verification,8192,,,100641875.0,ns,1
comparison,Verification,8192,,,199537834.0,ns,2
comparison,Verification,8192,,,299057541.0,ns,3
comparison,Verification,8192,,,399138584.0,ns,4
comparison,Verification,8192,,,500515875.0,ns,5
comparison,Verification,8192,,,602185416.0,ns,6
comparison,Verification,8192,,,700841625.0,ns,7
comparison,Verification,8192,,,799362125.0,ns,8
comparison,Verification,8192,,,902993584.0,ns,9
comparison,Verification,8192,,,1001417833.0,ns,10
