group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
comparison,NetNotes Verification,65536,,,765462500.0,ns,1
comparison,NetNotes Verification,65536,,,760240750.0,ns,1
comparison,NetNotes Verification,65536,,,766679417.0,ns,1
comparison,NetNotes Verification,65536,,,775578083.0,ns,1
comparison,NetNotes Verification,65536,,,762837209.0,ns,1
comparison,NetNotes Verification,65536,,,784441583.0,ns,1
comparison,NetNotes Verification,65536,,,810543666.0,ns,1
comparison,NetNotes Verification,65536,,,761715792.0,ns,1
comparison,NetNotes Verification,65536,,,789479583.0,ns,1
comparison,NetNotes Verification,65536,,,760770334.0,ns,1
