group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
netnotes,Verification,65536,,,755728041.0,ns,1
netnotes,Verification,65536,,,754687542.0,ns,1
netnotes,Verification,65536,,,752592000.0,ns,1
netnotes,Verification,65536,,,754891916.0,ns,1
netnotes,Verification,65536,,,749516375.0,ns,1
netnotes,Verification,65536,,,749333791.0,ns,1
netnotes,Verification,65536,,,751803167.0,ns,1
netnotes,Verification,65536,,,752093416.0,ns,1
netnotes,Verification,65536,,,759829750.0,ns,1
netnotes,Verification,65536,,,756810833.0,ns,1
