group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
comparison,Mimblewimble Generation,65536,,,91655167.0,ns,237
comparison,Mimblewimble Generation,65536,,,181197333.0,ns,474
comparison,Mimblewimble Generation,65536,,,272115167.0,ns,711
comparison,Mimblewimble Generation,65536,,,377844459.0,ns,948
comparison,Mimblewimble Generation,65536,,,456654208.0,ns,1185
comparison,Mimblewimble Generation,65536,,,559629333.0,ns,1422
comparison,Mimblewimble Generation,65536,,,663330333.0,ns,1659
comparison,Mimblewimble Generation,65536,,,738441916.0,ns,1896
comparison,Mimblewimble Generation,65536,,,819967542.0,ns,2133
comparison,Mimblewimble Generation,65536,,,907676750.0,ns,2370
